BookComment,BookLink,BookName,BookPrice,PressName,PublishTime,TuijianPoint,WriterMsg,paiming
208402条评论,http://product.dangdang.com/25168898.html,定位系列·定位（重译版） 团购电话:4001066666转6,¥55.90,机械工业出版社,2017-09-25,100%推荐,[美]艾?里斯（Al Ries）杰克?特劳特（Jack Trout）,248
237901条评论,http://product.dangdang.com/23730173.html,东野圭吾：时生（东野圭吾暖心力作）,¥31.20,南海出版公司,2015-07-01,100%推荐,东野圭吾 著，徐建雄  译，新经典 出品,249
50842条评论,http://product.dangdang.com/23691203.html,菜根谭—中华经典藏书,¥28.50,吉林美术出版社,2015-03-01,99.9%推荐,洪应明 著 ; 蔡世忠 译注,250
282544条评论,http://product.dangdang.com/26516204.html,张爱玲全集01：倾城之恋（精装典藏版）,¥29.70,北京十月文艺出版社,2019-01-01,100%推荐,张爱玲 著  ，新经典  出品,251
17299条评论,http://product.dangdang.com/25288392.html,稻盛和夫阿米巴经营经典套装（理论+实践）（当当独家定制套装）（,¥74.70,中国大百科全书出版社,2018-05-01,99.9%推荐,（日）稻盛和夫，京瓷通信系统株式会社（KCCS） 著,252
98020条评论,http://product.dangdang.com/25215215.html,0-3岁行为习惯教养绘本（全6册）,¥44.90,长江少年儿童出版社,2018-01-01,100%推荐,让娜·阿什比/著；海豚传媒，心喜阅童书 出品,253
285080条评论,http://product.dangdang.com/25084417.html,德国精选科学图画书 （肚子里有个火车站+牙齿大街的新鲜事，套装,¥35.00,北京科学技术出版社,2017-06-01,100%推荐,〔德〕安娜·鲁斯曼,254
125610条评论,http://product.dangdang.com/23453874.html,福尔摩斯探案集（中小学新课标必读名著）70000多名读者热评！,¥13.30,人民邮电出版社,2014-03-01,100%推荐,(英）柯南 道尔，童趣出版有限公司,255
192121条评论,http://product.dangdang.com/25283332.html,游戏力经典套装（全2册）[精选套装],¥77.60,中信出版社,2018-07-01,100%推荐,（美）科恩 著；李岩 伍娜 高晓静 译,256
53406条评论,http://product.dangdang.com/23932420.html,从出生到3岁（新版）,¥32.80,北京联合出版公司,2016-04-01,100%推荐,伯顿·L.怀特,257
218097条评论,http://product.dangdang.com/24188188.html,寻找时间的人（与《追风筝的人》《偷书贼》共同荣获美国年度最佳,¥30.40,江苏文艺出版社,2017-03-01,100%推荐,作者 凯特·汤普森、译者 闫雪莲；酷威文化 出品,258
67132条评论,http://product.dangdang.com/23671032.html,飘（上下） 世界名著典藏,¥39.00,中央编译出版社,2015-02-01,99.9%推荐,（美）米切尔 著，黄健人 译,259
360987条评论,http://product.dangdang.com/23763621.html,白岩松：白说,¥21.90,长江文艺出版社,2015-09-01,99.8%推荐,白岩松,260
589246条评论,http://product.dangdang.com/23546266.html,夏洛的网（新）,¥16.40,上海译文出版社,2014-08-01,99.9%推荐,（美）怀特　著，任溶溶　译,261
27740条评论,http://product.dangdang.com/25287231.html,原生家庭:如何修补自己的性格缺陷,¥34.80,北京时代华文书局,2018-06-01,100%推荐,（美）苏珊·福沃德博士 克雷格·巴克/著，阳光博客出品,262
81767条评论,http://product.dangdang.com/25215594.html,一九八四（又译作“1984”）,¥25.60,时代文艺出版社,2018-02-05,100%推荐,"[英]乔治·奥威尔 著,傅霞 译",263
55601条评论,http://product.dangdang.com/23837107.html,自卑与超越（白岩松推荐，超越自卑完整全译本）,¥27.20,浙江文艺出版社,2016-01-01,100%推荐,阿尔弗雷德阿德勒著，杨颖 译，果麦文化 出品,264
83269条评论,http://product.dangdang.com/23629302.html,文化苦旅 新版,¥37.80,长江文艺出版社,2014-04-01,100%推荐,余秋雨　著 时代华语 出品,265
211947条评论,http://product.dangdang.com/23927251.html,遇见未知的自己（全新修订版）,¥36.10,湖南文艺出版社,2016-04-01,99.9%推荐,张德芬 著，博集天卷 出品,266
9139条评论,http://product.dangdang.com/25301676.html,人生如逆旅 汪曾祺著作 任伯年 郑板桥 吴昌硕 张大千彩图插画,¥35.10,四川人民出版社,2018-07-01,99.8%推荐,汪曾祺,267
16747条评论,http://product.dangdang.com/23922722.html,西尔斯怀孕育儿系列经典套装[精选套装],¥79.20,南海出版社,2016-02-01,99.9%推荐,〔美〕威廉·西尔斯 等，新经典 出品,268
22297条评论,http://product.dangdang.com/25272807.html,暖萌科学绘本 和爸妈去旅行,¥17.00,北京联合出版有限公司,2018-06-01,99.9%推荐,黄宇,269
89298条评论,http://product.dangdang.com/25147357.html,兄弟（新版）,¥49.00,作家出版社,2017-08-09,100%推荐,余华,270
121898条评论,http://product.dangdang.com/23359376.html,戒了吧，拖延症——写给年轻人的拖延心理学（人生有限，拖延有害,¥28.70,天津人民出版社,2013-10-01,99.9%推荐,辰格   著，文通天下  出品,271
13693条评论,http://product.dangdang.com/25325424.html,0-3岁亲子游戏纸板书（全5册）,¥99.50,长江少年儿童出版社,2018-09-01,99.9%推荐,[日] 冬野一子 等/著；[日] 齐藤忍 等/绘；[日]柏原晃夫 设计；周龙梅 译；海豚传媒，心喜阅童书 出品,272
380162条评论,http://product.dangdang.com/23565712.html,乖，摸摸头（大冰作品！畅销350万册）,¥34.20,湖南文艺出版社,2014-10-01,100%推荐,大冰 著，博集天卷 出品,273
128408条评论,http://product.dangdang.com/22584137.html,中国历代政治得失 钱穆（新校本）,¥15.20,九州出版社,2013-12-28,99.8%推荐,钱穆　著,274
259518条评论,http://product.dangdang.com/21085963.html,神奇校车·阅读版（全16册）,¥64.00,贵州人民出版社,2011-06-01,99.6%推荐,乔安娜柯尔、布鲁斯迪根  著，漆仰平，汪晓英，静博　译,275
22504条评论,http://product.dangdang.com/26315044.html,桃李春风一杯酒：唐朝诗人的快意人生 （中国诗词大会通关必读，独,¥45.00,贵州人民出版社,2019-01-01,99.9%推荐,叶楚桥,276
34143条评论,http://product.dangdang.com/22790546.html,中国最美的100个地方 图说天下 国家地理,¥14.00,北京联合出版公司,2012-06-01,99.8%推荐,"<图说天下,国家地理系列>编委会",277
218362条评论,http://product.dangdang.com/25297030.html,西藏生死书（布面精装版）,¥34.80,浙江大学出版社,2018-06-01,100%推荐,索甲仁波切 著，新经典 出品,278
17288条评论,http://product.dangdang.com/23934123.html,一定要告诉女儿的那些事,¥29.40,北京联合出版公司,2016-04-01,100%推荐,[英]菲力浦·切斯特菲尔德,279
267926条评论,http://product.dangdang.com/9101748.html,法布尔昆虫记（全10册）（儿童彩图版）,¥132.00,北京科学技术出版社,2014-07-01,99.6%推荐,（韩）高苏珊娜  编著，（韩）金成荣  绘，李明淑  译,280
103317条评论,http://product.dangdang.com/25086655.html,红星照耀中国   (团购更优惠 电话：4001066666转6）八年级上册必,¥38.10,人民文学出版社,2017-06-01,100%推荐,[美]埃德加·斯诺 董乐山 译,281
135171条评论,http://product.dangdang.com/25126138.html,海底两万里（新课标）,¥12.50,浙江工商大学出版社,2017-09-01,100%推荐,[法]儒勒·凡尔纳 著 陈筱卿 译,282
229747条评论,http://product.dangdang.com/23851466.html,学会爱自己（教孩子免受性侵犯！学会保护自己！）（全3辑，共14册,¥96.00,青岛出版社,2016-02-01,99.9%推荐,珊蒂克雷文，茱蒂柏斯玛，佩特拉敏特尔（德），安德烈乌斯塔科夫（德）等,283
89029条评论,http://product.dangdang.com/23234814.html,爱打嗝的斑马（精装）,¥15.90,北京联合出版公司,2013-04-01,100%推荐,（英）大卫?麦基 著，柳漾 译,284
14665条评论,http://product.dangdang.com/25309496.html,世界尽头与冷酷仙境（2018年新版，村上春树畅销名作）,¥32.80,上海译文出版社,2018-07-31,100%推荐,村上春树,285
1091952条评论,http://product.dangdang.com/25247347.html,偷影子的人（2018新版）,¥37.80,湖南文艺出版社,2018-04-10,100%推荐,"马克·李维（Marc Levy） ,博集天卷 出品",286
95395条评论,http://product.dangdang.com/24040247.html,细菌世界历险记（中小学语文新课标必读名著 ）菌儿自传 高士其科,¥17.10,人民邮电出版社,2016-09-01,100%推荐,高士其，童趣出版有限公司编,287
81211条评论,http://product.dangdang.com/24003310.html,Python编程 从入门到实践,¥62.00,人民邮电出版社,2016-07-01,99.9%推荐,[美]埃里克·马瑟斯（Eric Matthes）,288
71175条评论,http://product.dangdang.com/20029866.html,罪与罚 世界十大文学名著,¥24.50,上海文艺出版社,2007-08-01,99.7%推荐,（俄罗斯）陀思妥耶夫斯基 著， 非琴 译,289
98221条评论,http://product.dangdang.com/105272.html,水浒传（上下册）（全两册）——中国古典文学读本丛书（九年级上,¥50.60,人民文学出版社,2004-09-01,99.9%推荐,"（明）施耐庵 ,罗贯中 著",290
48167条评论,http://product.dangdang.com/24170734.html,巴黎圣母院（北大西语系翻译家李玉民全译本，“世界十大名著”“,¥32.80,西安交通大学出版社,2017-01-01,99.9%推荐,[法]雨果 著   李玉民 译,291
7985条评论,http://product.dangdang.com/26909058.html,1分钟物理：“中科院物理所”趣味科普专栏【第一辑】,¥48.40,北京联合出版有限公司,2019-03-01,99.9%推荐,中科院物理所 编，未读 出品,292
52548条评论,http://product.dangdang.com/23413230.html,毛泽东选集（全四册，32开）,¥60.70,,1991-06-01,99.9%推荐,毛泽东 著,293
554902条评论,http://product.dangdang.com/23407125.html,目送：龙应台“人生三书”之三（彩插新版）,¥25.80,广西师范大学出版社,2014-01-01,100%推荐,龙应台 著，理想国 出品,294
